Datetime,Wind Speed (m/s),Wind Direction (deg),LV ActivePower (kW),Theoretical_Power_Curve (KWh),Rotor Speed (rpm),Pitch Angle (deg)
2018-07-08 05:20:00,6.4132,267.22,114.9572,752.4517,9.2096,1.054
2018-07-08 05:30:00,5.756,268.66,75.8104,544.015,7.5459,1.3306
2018-07-08 05:40:00,5.3738,270.07,49.6636,442.676,7.3323,0.6086
2018-07-08 05:50:00,6.4345,264.24,152.9254,759.9574,8.8652,1.591
2018-07-08 06:00:00,7.5423,259.63,226.7343,1223.9726,11.1559,1.6916
2018-07-08 06:10:00,5.8645,255.97,47.1176,575.3606,8.3629,1.1309
2018-07-08 06:20:00,10.2909,259.17,1073.3362,3108.908,14.2562,2.1748
2018-07-08 06:30:00,11.8021,257.94,1869.7186,4689.4753,16.3137,2.8301
2018-07-08 06:40:00,13.8682,265.63,1977.4649,7608.7519,16.329,4.9117
2018-07-08 06:50:00,6.7651,266.81,136.8844,883.248,9.791,1.6183
2018-07-08 07:00:00,10.4046,264.06,1108.3261,3213.1131,14.6851,2.2412
2018-07-08 07:10:00,4.916,258.29,8.4962,338.9108,7.0682,0.9244
2018-07-08 07:20:00,9.0055,258.58,596.3364,2083.3824,12.222,1.7683
2018-07-08 07:30:00,9.8643,260.32,886.9956,2738.086,14.0307,2.036
2018-07-08 07:40:00,9.7628,256.78,862.5796,2654.4709,13.5965,2.1406
2018-07-08 07:50:00,8.6065,260.3,517.0284,1818.593,11.831,1.594
2018-07-08 08:00:00,5.0473,253.97,41.8473,366.7929,7.2201,1.1655
2018-07-08 08:10:00,3.056,257.36,6.8923,81.4144,3.9183,0.5386
2018-07-08 08:20:00,4.5049,258.43,9.5183,260.7961,6.3605,0.9725
2018-07-08 08:30:00,8.0512,253.51,358.8133,1488.7914,11.192,1.635
2018-07-08 08:40:00,3.7099,254.24,0.0,145.6564,5.5156,0.8593
2018-07-08 08:50:00,5.5793,258.82,34.3572,495.4302,8.0785,1.2248
2018-07-08 09:00:00,6.3668,258.36,98.9078,736.2348,8.9408,1.2726
2018-07-08 09:10:00,6.6793,262.98,149.5798,850.0682,9.4354,1.0886
2018-07-08 09:20:00,10.9452,255.42,1375.42,3740.408,15.5028,2.5998
2018-07-08 09:30:00,7.1729,252.31,204.0382,1052.7621,10.0393,1.2981
2018-07-08 09:40:00,8.4248,249.74,389.3229,1705.7873,11.5494,2.0371
2018-07-08 09:50:00,6.4994,249.7,108.4132,783.1933,8.9543,0.9468
2018-07-08 10:00:00,9.1538,250.09,655.4277,2188.0721,12.4492,1.4994
2018-07-08 10:10:00,4.0982,254.39,0.0,196.3511,6.0151,1.1487
2018-07-08 10:20:00,3.6384,257.53,12.4051,137.3991,5.2131,1.2514
2018-07-08 10:30:00,10.8529,257.3,1367.0724,3646.5987,15.0671,2.3457
2018-07-08 10:40:00,7.5753,258.21,247.5054,1240.0868,10.388,1.0917
2018-07-08 10:50:00,7.3705,258.44,250.0108,1142.2216,10.3897,1.8154
2018-07-08 11:00:00,5.7413,263.41,89.3543,539.8686,7.614,0.8681
2018-07-08 11:10:00,5.0394,258.92,64.1785,365.0865,6.7346,0.6771
2018-07-08 11:20:00,6.4416,261.77,101.0679,762.4712,9.0123,1.3347
2018-07-08 11:30:00,2.7875,263.38,0.0,61.7841,0.7323,0.4085
2018-07-08 11:40:00,5.6436,258.25,35.3402,512.7643,8.0367,1.3725
2018-07-08 11:50:00,5.6487,253.24,54.6384,514.1509,7.9637,1.284
2018-07-08 12:00:00,6.321,254.9,174.433,720.4629,8.4982,1.1622
2018-07-08 12:10:00,7.1287,254.81,170.9188,1033.4404,9.7003,1.6167
2018-07-08 12:20:00,11.9781,258.54,2009.0531,4902.5221,17.1763,3.0649
2018-07-08 12:30:00,7.2845,255.35,216.2762,1102.6735,10.0597,1.3739
2018-07-08 12:40:00,10.0672,253.94,1022.3508,2910.5597,14.1153,2.1187
2018-07-08 12:50:00,6.4666,255.65,134.5032,771.3865,9.2307,1.477
2018-07-08 13:00:00,7.0388,253.92,199.5813,994.8428,9.7284,1.5791
2018-07-08 13:10:00,2.1477,249.47,0.0,28.2601,0.0,1.059
2018-07-08 13:20:00,2.9267,247.19,0.0,71.5129,0.0,0.9328
2018-07-08 13:30:00,6.6382,244.26,115.161,834.4507,8.9287,1.0339
2018-07-08 13:40:00,5.187,243.45,23.8456,398.0995,7.4378,0.7522
2018-07-08 13:50:00,8.7801,244.91,556.2529,1930.8854,12.1606,1.7216
2018-07-08 14:00:00,6.2826,244.45,79.4322,707.4058,8.9962,1.4324
2018-07-08 14:10:00,9.9188,245.15,899.7546,2783.7305,13.4109,2.2921
2018-07-08 14:20:00,12.5455,250.46,2021.2486,5632.7339,17.0434,1.6705
2018-07-08 14:30:00,3.0495,249.45,0.0,80.8982,4.2574,0.6051
2018-07-08 14:40:00,5.1329,245.73,0.0,385.7843,6.7449,1.2073
2018-07-08 14:50:00,7.3109,248.43,202.9574,1114.7098,10.574,1.9399
2018-07-08 15:00:00,4.3723,247.28,0.0,238.4435,5.6992,1.0349
2018-07-08 15:10:00,4.0657,245.46,15.8203,191.7098,6.0151,0.9293
2018-07-08 15:20:00,8.7579,247.81,527.5479,1916.2285,12.2513,2.0473
2018-07-08 15:30:00,12.8869,245.03,1979.4754,6105.1974,16.5319,2.288
2018-07-08 15:40:00,8.2823,245.09,434.3783,1620.7097,12.1497,1.8681
2018-07-08 15:50:00,6.0383,243.14,57.8704,628.058,8.5752,1.7722
2018-07-08 16:00:00,5.3133,241.05,35.3981,427.8931,7.803,0.7181
2018-07-08 16:10:00,6.0438,246.17,64.5619,629.7624,8.5911,1.1582
2018-07-08 16:20:00,5.4642,240.97,32.7293,465.4097,7.585,0.9168
2018-07-08 16:30:00,5.764,240.34,12.4708,546.2842,7.8083,0.9557
2018-07-08 16:40:00,3.4604,244.24,11.0464,118.2013,4.7902,0.5272
2018-07-08 16:50:00,9.9843,240.36,921.0965,2839.2591,14.0271,1.3616
2018-07-08 17:00:00,7.7341,237.13,298.8189,1319.7108,11.0727,1.4189
2018-07-08 17:10:00,7.041,234.78,151.6469,995.7759,9.7395,1.7334
2018-07-08 17:20:00,10.9102,236.9,1326.3401,3704.6784,15.4284,1.8135
2018-07-08 17:30:00,4.0293,233.94,7.5099,186.6133,6.1446,0.2907
2018-07-08 17:40:00,2.1571,232.72,20.0747,28.6346,0.0475,0.2608
2018-07-08 17:50:00,8.5458,227.4,492.6343,1780.3916,11.3765,1.4789
2018-07-08 18:00:00,15.0721,227.89,2023.0787,9767.3599,16.8146,7.9355
2018-07-08 18:10:00,6.0441,228.61,35.2219,629.8713,8.4334,1.7334
2018-07-08 18:20:00,1.8066,231.52,0.0,16.8193,0.0,1.0296
2018-07-08 18:30:00,7.8057,231.28,250.7273,1356.7088,10.4493,1.3406
2018-07-08 18:40:00,2.0096,235.53,22.0423,23.1499,0.0829,0.583
2018-07-08 18:50:00,5.7587,230.12,59.3707,544.7737,7.9026,1.1453
2018-07-08 19:00:00,3.776,228.59,26.2863,153.5855,5.2548,0.881
2018-07-08 19:10:00,9.4839,230.0,782.3561,2433.3771,13.5618,2.0689
2018-07-08 19:20:00,4.99,227.87,15.2788,354.4449,6.7425,0.979
2018-07-08 19:30:00,9.1661,225.19,604.4233,2196.8893,12.8018,1.5504
2018-07-08 19:40:00,3.932,221.97,25.45,173.4177,5.4441,0.5563
2018-07-08 19:50:00,4.5502,222.61,0.0,268.7394,6.3205,0.9732
2018-07-08 20:00:00,10.0192,224.21,944.0228,2869.1079,13.8937,2.1158
2018-07-08 20:10:00,3.114,225.5,33.7638,86.1396,4.2426,0.4379
2018-07-08 20:20:00,5.7424,224.97,49.9857,540.1749,8.5419,1.0821
2018-07-08 20:30:00,4.4452,225.57,0.0,250.5702,6.0964,1.2396
2018-07-08 20:40:00,7.3522,231.46,187.7377,1133.7054,10.3743,1.4747
2018-07-08 20:50:00,2.4983,228.64,55.6685,44.4836,0.0315,0.6402
2018-07-08 21:00:00,4.6677,226.82,15.5714,290.1072,6.5566,1.3847
2018-07-08 21:10:00,6.5231,228.1,118.3981,791.7958,9.2764,1.3475
2018-07-08 21:20:00,4.4698,226.0,0.0,254.7435,6.0678,0.7576
2018-07-08 21:30:00,1.6751,224.95,7.0895,13.4082,0.4204,0.1891
2018-07-08 21:40:00,6.5741,225.37,103.6457,810.5082,8.9277,1.5058
2018-07-08 21:50:00,5.1034,228.1,0.0,379.1686,7.0954,0.5699
2018-07-08 22:00:00,0.7713,228.57,57.4226,1.3088,0.0,0.606
2018-07-08 22:10:00,5.7604,232.33,48.0119,545.266,8.3337,1.5011
2018-07-08 22:20:00,8.9885,228.03,609.1497,2071.6579,12.3076,1.3959
2018-07-08 22:30:00,,229.09,,31.6789,,
2018-07-08 22:40:00,5.6055,224.56,91.5281,502.4509,7.9272,0.9686
2018-07-08 22:50:00,6.6583,218.3,164.1545,842.0596,9.3745,1.4933
2018-07-08 23:00:00,1.7805,217.55,20.5427,16.1018,0.3349,0.1306
2018-07-08 23:10:00,1.048,218.56,0.0,3.284,0.0,0.0
2018-07-08 23:20:00,4.71,218.97,33.7166,298.073,7.0341,1.3101
2018-07-08 23:30:00,7.1566,217.83,225.1876,1045.6182,9.9041,0.7447
2018-07-08 23:40:00,2.6442,217.28,21.2074,52.7374,0.1295,1.0357
2018-07-08 23:50:00,7.6462,216.5,299.7133,1275.2395,10.6467,1.4132
2018-07-09 00:00:00,6.0024,213.87,85.5263,616.9253,8.5886,1.1956
2018-07-09 00:10:00,3.856,208.54,30.7795,163.5605,5.0977,0.6918
2018-07-09 00:20:00,5.0326,207.33,37.1024,363.6114,7.0778,0.873
2018-07-09 00:30:00,10.115,207.04,988.4576,2952.2063,14.1664,2.0444
2018-07-09 00:40:00,3.0666,208.45,0.0,82.2661,4.4241,0.5333
2018-07-09 00:50:00,4.9269,208.08,0.0,341.1787,7.0193,0.7318
2018-07-09 01:00:00,5.7908,216.67,56.8311,553.9433,7.8489,1.3417
2018-07-09 01:10:00,2.4568,215.3,20.7961,42.3018,0.3919,0.4222
2018-07-09 01:20:00,1.4205,213.98,0.0,8.1767,0.0,0.8762
2018-07-09 01:30:00,,211.34,,1.6161,,
2018-07-09 01:40:00,3.8217,211.72,0.0,159.2329,4.9722,0.9125
2018-07-09 01:50:00,1.8207,212.78,49.4459,17.2179,0.0,0.2046
2018-07-09 02:00:00,7.3769,217.6,237.9716,1145.1799,10.6512,1.2874
2018-07-09 02:10:00,13.2655,221.79,2041.6831,6659.2637,17.2906,3.1584
2018-07-09 02:20:00,1.6853,220.75,62.0048,13.655,0.1273,0.5308
2018-07-09 02:30:00,4.5664,223.57,17.7103,271.6254,6.3665,1.1537
2018-07-09 02:40:00,1.1263,222.59,0.0,4.0762,0.0,0.1771
2018-07-09 02:50:00,2.4483,223.01,36.1746,41.862,0.2392,0.9619
2018-07-09 03:00:00,3.9193,219.84,13.6803,171.7403,5.579,1.0339
2018-07-09 03:10:00,4.3895,223.28,30.7675,241.2731,5.4394,0.9644
2018-07-09 03:20:00,9.6171,219.79,790.4722,2537.3915,12.9441,2.1308
2018-07-09 03:30:00,4.4036,217.63,11.4587,243.5994,6.2701,0.5794
2018-07-09 03:40:00,5.0655,215.17,42.4145,370.7917,6.8421,1.3554
2018-07-09 03:50:00,3.3813,217.25,0.0,110.2806,4.4219,0.2866
2018-07-09 04:00:00,0.1035,215.0,0.0,0.0032,0.0,0.1514
2018-07-09 04:10:00,8.9691,210.29,589.4465,2058.2463,12.6597,1.7692
2018-07-09 04:20:00,2.0073,214.66,4.4013,23.0734,0.4291,0.0
2018-07-09 04:30:00,10.6223,214.29,1211.6402,3419.0691,14.626,1.7579
2018-07-09 04:40:00,2.517,218.46,0.0,45.4871,0.1307,0.4942
2018-07-09 04:50:00,5.9435,218.76,66.3343,598.937,8.0129,1.1586
2018-07-09 05:00:00,15.6905,215.51,1962.9953,11019.4559,16.6515,9.001
2018-07-09 05:10:00,2.6533,209.53,0.0,53.287,0.0567,0.4138
2018-07-09 05:20:00,4.8095,214.33,19.7218,317.3613,6.689,0.5208
2018-07-09 05:30:00,7.6156,215.01,264.5633,1259.9957,10.252,1.0905
2018-07-09 05:40:00,1.3319,220.07,12.1786,6.7403,0.154,0.1717
2018-07-09 05:50:00,6.7708,218.68,145.7909,885.4505,9.7014,0.8049
2018-07-09 06:00:00,2.0965,215.28,6.1826,26.2853,0.7078,0.3541
2018-07-09 06:10:00,3.5677,212.86,23.3927,129.5398,5.0613,0.8494
2018-07-09 06:20:00,2.9258,213.7,7.8001,71.4495,0.0521,0.5246
2018-07-09 06:30:00,9.5945,213.68,777.3315,2519.5034,13.5232,2.0634
2018-07-09 06:40:00,3.1064,213.71,23.2259,85.5104,3.9397,0.395
2018-07-09 06:50:00,1.5195,213.1,28.7978,10.0091,0.0,0.0
2018-07-09 07:00:00,6.2823,214.35,57.0979,707.2902,8.7704,1.4149
2018-07-09 07:10:00,4.4988,213.84,0.0,259.7462,5.6093,0.8117
2018-07-09 07:20:00,4.9329,216.34,0.0,342.423,6.5669,0.6523
2018-07-09 07:30:00,2.5961,215.79,0.0,49.9151,0.0,0.4067
2018-07-09 07:40:00,7.6829,216.96,263.3442,1293.6656,11.0587,1.2945
2018-07-09 07:50:00,6.3919,219.88,128.0398,744.9616,9.0264,1.5095
2018-07-09 08:00:00,4.74,221.0,0.0,303.7961,6.1806,0.6533
2018-07-09 08:10:00,3.1802,219.85,0.0,91.7505,4.4402,0.3733
2018-07-09 08:20:00,6.4767,219.88,136.4037,775.0158,9.2424,1.2753
2018-07-09 08:30:00,8.1885,221.03,388.1299,1566.2371,11.6781,1.6393
2018-07-09 08:40:00,4.3479,219.08,17.9517,234.4691,6.4007,0.7878
2018-07-09 08:50:00,1.2978,217.9,0.0,6.2348,0.3594,0.0
2018-07-09 09:00:00,3.6301,218.29,35.0068,136.4574,5.2531,0.234
2018-07-09 09:10:00,7.3738,217.28,271.7806,1143.7233,10.4694,1.515
2018-07-09 09:20:00,13.7516,226.82,1994.8197,7418.4987,16.8698,4.0325
2018-07-09 09:30:00,0.9779,224.41,24.2365,2.6675,0.2527,0.3452
2018-07-09 09:40:00,4.3847,221.86,25.8992,240.4727,5.9022,0.1739
2018-07-09 09:50:00,1.9864,220.32,0.0,22.3584,0.0,0.243
2018-07-09 10:00:00,4.5308,224.44,4.4911,265.3227,6.1333,0.5314
2018-07-09 10:10:00,5.2265,226.41,25.3196,407.269,7.4471,0.5967
2018-07-09 10:20:00,10.7342,226.82,1221.8348,3528.2625,14.9502,1.672
2018-07-09 10:30:00,2.2805,227.01,0.0,33.8348,0.304,0.3564
2018-07-09 10:40:00,8.4571,226.78,429.5418,1725.4755,11.8555,1.4616
2018-07-09 10:50:00,5.1467,223.81,16.3028,388.9082,7.5245,0.8323
2018-07-09 11:00:00,8.9521,223.45,586.7085,2046.5485,11.8995,1.4296
2018-07-09 11:10:00,6.1127,225.19,71.7567,651.5607,8.3419,1.4667
2018-07-09 11:20:00,1.6441,224.03,85.797,12.6782,0.2815,0.3121
2018-07-09 11:30:00,11.5534,222.02,1692.6664,4399.2515,16.1808,2.186
2018-07-09 11:40:00,2.3308,221.85,0.0,36.1196,0.3168,0.6453
2018-07-09 11:50:00,6.7997,217.89,204.9117,896.858,9.5949,1.3579
2018-07-09 12:00:00,9.9748,208.7,943.544,2831.1227,13.6845,1.7498
2018-07-09 12:10:00,2.2979,207.57,0.0,34.6127,0.538,0.5411
2018-07-09 12:20:00,6.4575,209.07,82.2371,768.1337,8.8414,1.776
2018-07-09 12:30:00,9.153,199.9,651.6931,2187.442,12.5905,1.7343
2018-07-09 12:40:00,13.8014,198.56,1985.5162,7499.3421,17.0459,4.6307
2018-07-09 12:50:00,7.9871,204.41,355.0866,1453.5059,10.9085,1.9315
2018-07-09 13:00:00,4.2643,200.84,23.0832,221.2063,5.5821,0.8768
2018-07-09 13:10:00,7.7162,197.24,267.0244,1310.5933,10.5724,1.8293
2018-07-09 13:20:00,7.7767,202.78,292.7286,1341.6635,11.1335,1.4727
2018-07-09 13:30:00,7.7201,198.64,318.4328,1312.5523,11.45,0.8323
2018-07-09 13:40:00,9.5583,197.74,766.9263,2491.0813,13.383,1.4984
2018-07-09 13:50:00,2.3921,197.8,0.0,39.0464,0.0,0.6361
2018-07-09 14:00:00,2.6282,197.66,0.0,51.786,0.3704,1.0381
2018-07-09 14:10:00,7.1053,198.27,156.1823,1023.2834,9.7628,1.1837
2018-07-09 14:20:00,11.7184,199.69,1784.6341,4590.4487,16.2725,2.8049
2018-07-09 14:30:00,5.6871,198.28,82.9616,524.7078,8.0869,0.8026
2018-07-09 14:40:00,11.9857,199.31,1973.7479,4911.8098,17.1223,2.2661
2018-07-09 14:50:00,11.1944,201.25,1513.1924,4001.8209,15.6934,2.2182
2018-07-09 15:00:00,10.1808,199.57,1004.7712,3010.2185,14.1467,2.1653
2018-07-09 15:10:00,10.3267,203.62,1075.3633,3141.5302,15.1538,2.2205
2018-07-09 15:20:00,10.0886,205.84,992.506,2929.1918,13.9229,1.9851
2018-07-09 15:30:00,8.8514,200.32,560.7635,1978.2914,12.2241,2.5051
2018-07-09 15:40:00,7.4908,201.76,230.8672,1199.0341,10.3706,1.584
2018-07-09 15:50:00,1.2886,198.46,0.0,6.1039,0.1653,0.0578
2018-07-09 16:00:00,2.7965,196.75,17.4562,62.3879,0.0,1.0923
2018-07-09 16:10:00,2.8169,192.13,7.379,63.7608,0.2452,0.6284
2018-07-09 16:20:00,1.2428,196.78,27.9197,5.4759,0.0,0.6311
2018-07-09 16:30:00,2.6315,197.36,5.7582,51.9841,0.0,0.0353
2018-07-09 16:40:00,10.3466,200.89,1037.239,3159.6512,14.3166,2.1151
2018-07-09 16:50:00,7.0658,196.93,205.6767,1006.3342,9.8846,1.319
2018-07-09 17:00:00,4.2456,196.59,0.0,218.3051,6.078,0.689
2018-07-09 17:10:00,8.1648,198.03,375.1806,1552.6856,11.4201,1.6867
2018-07-09 17:20:00,5.534,197.61,53.041,483.4603,7.8173,1.4455
2018-07-09 17:30:00,2.8303,197.95,30.2666,64.6799,0.0,0.52
2018-07-09 17:40:00,9.4175,194.16,718.2679,2382.6451,12.9697,2.3101
2018-07-09 17:50:00,4.4434,193.27,9.8707,250.2619,6.2193,0.5177
2018-07-09 18:00:00,7.0303,193.1,153.7945,991.2121,9.8782,1.5008
2018-07-09 18:10:00,3.9802,192.39,0.4641,179.8788,5.5867,0.9548
2018-07-09 18:20:00,5.4782,190.36,32.2511,468.9971,7.4924,0.3841
2018-07-09 18:30:00,8.2229,190.83,366.237,1586.0871,11.5339,1.789
2018-07-09 18:40:00,2.8958,197.52,0.0,69.2692,0.0076,0.503
2018-07-09 18:50:00,11.8472,194.45,1885.255,4743.5405,16.5498,2.4927
2018-07-09 19:00:00,1.9158,190.56,5.8531,20.0597,0.0,0.7397
2018-07-09 19:10:00,5.5759,194.8,19.7838,494.5411,7.9621,1.184
2018-07-09 19:20:00,9.52,194.06,786.2394,2461.3263,13.3245,1.8229
2018-07-09 19:30:00,10.2479,196.55,997.3486,3070.1181,14.122,1.5967
2018-07-09 19:40:00,3.4414,196.42,29.972,116.2675,4.7805,0.6641
2018-07-09 19:50:00,2.7047,190.38,0.0,56.4455,0.0,0.9743
2018-07-09 20:00:00,6.8986,192.41,199.7967,936.56,9.659,0.4521
2018-07-09 20:10:00,1.4688,189.29,0.0,9.04,0.4285,0.6434
2018-07-09 20:20:00,5.1034,191.1,39.204,379.1614,7.1891,1.2096
2018-07-09 20:30:00,7.5926,188.82,260.6751,1248.5931,10.6901,1.5017
2018-07-09 20:40:00,5.6218,186.73,45.6567,506.8439,8.2978,1.3047
2018-07-09 20:50:00,3.0127,184.93,0.0,78.007,4.2991,0.9451
2018-07-09 21:00:00,5.0041,187.95,20.6352,357.4631,7.1359,0.8694
2018-07-09 21:10:00,9.1887,191.62,717.6154,2213.2009,12.9075,1.8648
2018-07-09 21:20:00,5.9034,196.77,58.0474,586.8842,8.1493,1.1829
2018-07-09 21:30:00,6.7231,194.75,110.1592,866.8969,9.5468,1.8078
2018-07-09 21:40:00,4.009,195.48,0.0,183.8013,6.1232,0.8035
2018-07-09 21:50:00,2.9508,193.58,22.7656,73.2928,0.0,0.6341
2018-07-09 22:00:00,3.3945,190.06,0.0,111.579,4.6152,0.9606
2018-07-09 22:10:00,5.2228,191.67,0.0,406.4087,7.056,1.1968
2018-07-09 22:20:00,3.5648,192.83,25.7895,129.2327,4.7684,0.7785
2018-07-09 22:30:00,5.2816,190.55,39.8428,420.2951,7.7613,0.6588
2018-07-09 22:40:00,,190.06,,781.3059,,
2018-07-09 22:50:00,6.7185,190.54,124.4936,865.1201,9.6228,1.4521
2018-07-09 23:00:00,2.6808,190.71,31.343,54.9593,0.0,0.5743
2018-07-09 23:10:00,6.7852,193.0,118.5841,891.1098,9.3058,1.3154
2018-07-09 23:20:00,6.1468,191.33,64.264,662.5196,8.3002,1.4369
2018-07-09 23:30:00,0.7853,190.64,0.0,1.3813,0.4335,0.8056
2018-07-09 23:40:00,1.6355,196.57,0.0,12.4806,0.2325,0.3496
2018-07-09 23:50:00,5.9486,195.78,80.2928,600.4907,8.013,1.3866
2018-07-10 00:00:00,4.1947,191.94,34.3696,210.5492,6.2153,0.7789
2018-07-10 00:10:00,2.5213,189.87,0.0,45.7228,0.0,0.1672
2018-07-10 00:20:00,1.4308,188.12,0.2299,8.355,0.136,0.1948
2018-07-10 00:30:00,2.6322,187.32,28.2154,52.0267,0.0141,0.5847
2018-07-10 00:40:00,9.8397,183.32,857.0599,2717.6988,13.3446,1.95
2018-07-10 00:50:00,6.5734,187.76,115.0565,810.2448,8.9544,1.3429
2018-07-10 01:00:00,5.1385,190.93,9.7139,387.0337,7.6,0.51
2018-07-10 01:10:00,9.4101,193.92,733.8953,2377.0599,13.456,1.7427
2018-07-10 01:20:00,5.7624,196.3,31.3536,545.8222,7.7608,0.6693
2018-07-10 01:30:00,6.582,196.11,135.5819,813.4518,9.2772,1.4076
2018-07-10 01:40:00,3.5484,201.0,49.1112,127.4535,4.9034,0.7046
2018-07-10 01:50:00,5.5511,198.71,31.3953,487.9762,8.1142,1.0536
2018-07-10 02:00:00,2.5361,200.87,17.5439,46.5323,0.0,0.0537
2018-07-10 02:10:00,4.3917,201.82,0.0,241.6294,5.9179,0.8312
2018-07-10 02:20:00,1.2697,198.36,0.0,5.8398,0.2211,0.6912
2018-07-10 02:30:00,3.119,196.36,4.764,86.5583,4.7234,0.4597
2018-07-10 02:40:00,1.8548,197.08,0.0,18.2044,0.1181,0.4019
2018-07-10 02:50:00,4.2836,200.1,0.0,224.2163,6.1686,0.9144
2018-07-10 03:00:00,7.9703,205.15,362.4838,1444.3788,10.7999,1.1358
2018-07-10 03:10:00,4.2931,205.69,38.1433,225.7181,5.627,0.4079
2018-07-10 03:20:00,7.8318,201.74,323.9146,1370.3497,10.5595,1.1395
2018-07-10 03:30:00,6.2078,205.97,98.8831,682.4556,9.0062,1.3575
2018-07-10 03:40:00,5.163,203.49,0.2439,392.6106,7.1121,1.4012
2018-07-10 03:50:00,3.3238,202.98,0.0,104.7532,4.9012,1.1889
2018-07-10 04:00:00,9.4286,204.66,684.3122,2391.1133,13.02,1.8442
2018-07-10 04:10:00,1.6575,206.12,0.0,12.9894,0.0,0.6598
2018-07-10 04:20:00,6.6073,204.46,118.197,822.86,9.0085,1.2015
2018-07-10 04:30:00,6.0755,205.05,80.7835,639.7362,8.4074,0.8524
2018-07-10 04:40:00,4.8135,204.6,37.8513,318.1516,6.226,0.703
2018-07-10 04:50:00,3.4235,210.21,19.832,114.4642,4.6976,0.5549
2018-07-10 05:00:00,4.8643,214.4,8.7482,328.3415,6.6883,0.9617
2018-07-10 05:10:00,8.773,211.51,554.0883,1926.1748,11.7737,1.7327
2018-07-10 05:20:00,8.274,207.21,419.5322,1615.8607,11.7111,1.8391
2018-07-10 05:30:00,10.1423,208.76,1027.1444,2976.1604,14.3715,1.97
2018-07-10 05:40:00,4.0077,211.89,20.5499,183.6324,5.4122,1.0826
2018-07-10 05:50:00,4.5637,210.49,0.0,271.1389,6.0276,0.7184
2018-07-10 06:00:00,1.0674,211.54,32.384,3.4688,0.5191,0.0911
2018-07-10 06:10:00,10.4569,212.62,1102.5383,3261.8035,14.7165,2.5849
2018-07-10 06:20:00,4.2717,207.42,0.0,222.3631,5.2664,0.2365
2018-07-10 06:30:00,4.8058,211.56,10.9455,316.634,6.5997,1.6917
2018-07-10 06:40:00,9.6203,213.15,830.1911,2539.9115,13.273,2.0744
2018-07-10 06:50:00,5.6798,215.12,47.4819,522.693,7.7341,2.0488
2018-07-10 07:00:00,6.1267,214.69,71.9945,656.0389,8.905,1.6348
2018-07-10 07:10:00,3.1545,207.33,0.0,89.548,4.4922,0.5663
2018-07-10 07:20:00,5.6193,209.36,80.3081,506.1664,8.0576,0.7431
2018-07-10 07:30:00,10.0916,210.45,994.0031,2931.7998,14.0869,2.4841
2018-07-10 07:40:00,6.0695,207.29,62.5111,637.8514,8.7534,0.7186
2018-07-10 07:50:00,3.815,208.23,0.0,158.3875,5.2289,0.9057
2018-07-10 08:00:00,1.4171,208.04,0.0,8.1186,0.0699,0.0006
2018-07-10 08:10:00,4.5378,205.08,0.0,266.5569,6.4991,1.1971
2018-07-10 08:20:00,6.3213,204.26,101.7069,720.5747,8.663,0.7823
2018-07-10 08:30:00,1.6377,206.17,0.0,12.5303,0.0,0.5595
2018-07-10 08:40:00,6.6206,205.79,146.6057,827.848,8.7609,1.472
2018-07-10 08:50:00,5.9394,206.47,22.848,597.697,9.0087,1.2567
2018-07-10 09:00:00,8.4199,206.19,417.0428,1702.8065,11.9831,1.7998
2018-07-10 09:10:00,1.395,210.25,0.0,7.7447,0.2095,0.3431
2018-07-10 09:20:00,8.3901,205.79,388.0066,1684.8007,12.1725,1.4513
2018-07-10 09:30:00,6.0368,202.1,92.1393,627.5844,8.114,0.8401
2018-07-10 09:40:00,4.89,207.5,0.3791,333.565,6.6287,0.9405
2018-07-10 09:50:00,12.0453,206.73,2004.9199,4985.4112,16.4686,0.7228
2018-07-10 10:00:00,3.1851,202.68,0.0,92.1788,5.1661,0.8086
2018-07-10 10:10:00,6.2889,204.05,110.4802,709.5314,8.5051,1.0426
2018-07-10 10:20:00,4.5753,201.08,56.3907,273.2196,6.7817,1.1335
2018-07-10 10:30:00,6.1787,201.81,67.8613,672.8896,8.4525,1.1495
2018-07-10 10:40:00,6.3768,198.43,87.2448,739.6952,8.9531,1.0181
2018-07-10 10:50:00,2.401,206.78,18.9626,39.4835,0.3811,0.8463
2018-07-10 11:00:00,7.3677,207.26,244.1463,1140.8859,10.4005,1.6883
2018-07-10 11:10:00,7.1287,208.09,148.0117,1033.4397,9.9407,1.4192
2018-07-10 11:20:00,8.4614,206.99,439.6155,1728.1479,12.5265,2.1403
2018-07-10 11:30:00,,203.78,,41.3701,,
2018-07-10 11:40:00,4.4265,206.65,0.0,247.4123,5.9138,0.9526
2018-07-10 11:50:00,7.2678,207.99,199.0258,1095.1078,10.082,0.9181
2018-07-10 12:00:00,2.9829,211.64,0.0,75.7122,0.3133,0.9841
2018-07-10 12:10:00,7.5433,216.69,252.7621,1224.4213,10.4095,1.0428
2018-07-10 12:20:00,1.9973,216.73,44.7121,22.7304,0.2903,0.4518
2018-07-10 12:30:00,4.743,220.26,2.7258,304.3779,6.1235,1.0407
2018-07-10 12:40:00,9.4892,214.73,731.3857,2437.4582,13.6293,1.7456
2018-07-10 12:50:00,8.5431,210.53,502.2899,1778.6773,12.2284,1.3814
2018-07-10 13:00:00,7.2199,211.6,202.2505,1073.5861,9.7854,1.4832
